Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,LineItemInsurance,Manufacturing country,Manufacturing_Country_Lat,Manufacturing_Country_Lon,Warehouse_Country_Lat,Warehouse_Country_Lon,Distance_to_Warehouse_mi,Delay
Vietnam,EXW,Air,2010-03-19,2010-03-19,Aurobindo Pharma Limited,24480,58752.0,2.4,0.04,Yes,115.15,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
South Africa,DDP,Ocean,2011-07-04,2011-04-07,Aurobindo Pharma Limited,70030,513319.9,7.33,0.12,Yes,1106.72,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-88
Zambia,EXW,Air,2013-11-07,2013-07-11,CIPLA LIMITED,40000,240000.0,6.0,0.1,Yes,296.88,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-119
Uganda,EXW,Air,2012-07-27,2012-07-27,HETERO LABS LIMITED,61290,143418.6,2.34,0.04,Yes,201.07,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,0
Tanzania,N/A - From RDC,Truck,2012-11-30,2012-11-06,SCMS from RDC,17600,40480.0,2.3,0.04,Yes,56.75,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,-24
Zimbabwe,EXW,Air Charter,2014-07-23,2014-07-23,Aurobindo Pharma Limited,35955,167190.75,4.65,0.16,Yes,171.87,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,0
Vietnam,EXW,Air,2009-10-04,2009-04-10,Aurobindo Pharma Limited,5964,51350.04,8.61,0.14,Yes,100.65,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,-177
Nigeria,EXW,Air,2008-07-11,2008-10-21,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",12315,332505.0,27.0,1.35,Yes,532.01,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,102
Tanzania,N/A - From RDC,Truck,2012-03-23,2012-03-12,SCMS from RDC,17030,574592.2,33.74,0.28,Yes,948.08,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,-11
Haiti,EXW,Ocean,2013-02-09,2013-09-02,Aurobindo Pharma Limited,1832,3847.2,2.1,0.01,Yes,4.76,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,205
Zambia,EXW,Air,2014-07-20,2014-07-20,Aurobindo Pharma Limited,34165,76871.25,2.25,0.04,Yes,79.02,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,0
Vietnam,EXW,Air,2009-07-21,2009-07-21,CIPLA LIMITED,35616,240408.0,6.75,0.11,Yes,471.2,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Ethiopia,EXW,Ocean,2011-09-21,2011-09-21,Aurobindo Pharma Limited,13703,460420.8,33.6,0.28,Yes,759.69,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,0
South Africa,DDP,Ocean,2011-02-09,2011-09-02,Aurobindo Pharma Limited,66793,487588.9,7.3,0.12,Yes,804.52,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,205
Uganda,N/A - From RDC,Air,2010-09-30,2010-09-02,SCMS from RDC,40213,343821.15,8.55,0.14,Yes,741.28,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,-28
Zambia,EXW,Air,2013-03-15,2013-03-15,"Trinity Biotech, Plc",10500,336000.0,32.0,1.6,Yes,415.63,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,0
Vietnam,EXW,Air,2014-04-21,2014-04-21,HETERO LABS LIMITED,24556,257838.0,10.5,0.35,Yes,318.95,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Vietnam,EXW,Air,2013-04-24,2013-04-24,HETERO LABS LIMITED,42660,151443.0,3.55,0.12,Yes,187.33,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Haiti,N/A - From RDC,Air,2008-06-10,2008-10-06,SCMS from RDC,9187,19292.7,2.1,0.01,Yes,30.87,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,118
Mozambique,N/A - From RDC,Air,2008-11-14,2008-11-14,SCMS from RDC,3672,34333.2,9.35,0.16,Yes,54.93,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
Tanzania,EXW,Air,2012-09-27,2012-10-04,Aurobindo Pharma Limited,39360,281424.0,7.15,0.12,Yes,394.56,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,7
Nigeria,N/A - From RDC,Air Charter,2009-08-05,2009-05-08,SCMS from RDC,30415,346731.0,11.4,0.19,Yes,679.59,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-89
Namibia,EXW,Air,2014-11-25,2014-11-25,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),29160,306180.0,10.5,0.35,Yes,314.75,India,22.3511148,78.6677428,-23.2335499,17.3231107,3714,0
Tanzania,EXW,Air,2010-07-08,2010-08-07,Aurobindo Pharma Limited,28800,74880.0,2.6,0.04,Yes,161.44,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,30
Tanzania,EXW,Air,2010-07-08,2010-08-07,Aurobindo Pharma Limited,28755,74763.0,2.6,0.04,Yes,161.19,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,30
Mozambique,EXW,Air,2014-02-05,2014-05-02,HETERO LABS LIMITED,24816,201257.76,8.11,0.14,Yes,206.89,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,86
Vietnam,EXW,Air,2014-04-22,2014-04-22,HETERO LABS LIMITED,24192,254016.0,10.5,0.35,Yes,314.22,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Tanzania,EXW,Air,2010-07-08,2010-08-09,Aurobindo Pharma Limited,28663,74523.8,2.6,0.04,Yes,160.67,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,32
Nigeria,N/A - From RDC,Air Charter,2014-06-05,2014-04-17,SCMS from RDC,70000,272300.0,3.89,0.06,Yes,279.92,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-49
Nigeria,N/A - From RDC,Air Charter,2009-06-16,2009-06-16,SCMS from RDC,30000,291600.0,9.72,0.32,Yes,571.54,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
Zambia,N/A - From RDC,Truck,2014-10-05,2014-05-19,SCMS from RDC,54470,120378.7,2.21,0.04,Yes,148.91,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-139
Zambia,N/A - From RDC,Truck,2012-09-13,2012-09-07,SCMS from RDC,65599,193517.05,2.95,0.05,Yes,271.31,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-6
South Africa,DDP,Ocean,2011-02-09,2011-09-02,STRIDES ARCOLAB LIMITED,75000,182250.0,2.43,0.04,Yes,300.71,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,205
Nigeria,N/A - From RDC,Air Charter,2010-12-08,2010-08-17,SCMS from RDC,28600,78078.0,2.73,0.05,Yes,168.34,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-113
Mozambique,N/A - From RDC,Air,2007-10-10,2007-10-10,SCMS from RDC,400,6780.0,16.95,0.19,Yes,10.85,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
Nigeria,EXW,Air,2008-01-21,2008-01-21,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10000,270000.0,27.0,1.35,Yes,432.0,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
Zambia,N/A - From RDC,Truck,2010-03-15,2010-03-05,SCMS from RDC,60683,456942.99,7.53,0.13,Yes,895.61,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-10
Zambia,N/A - From RDC,Truck,2014-04-09,2014-09-03,SCMS from RDC,36852,240275.04,6.52,0.11,Yes,247.0,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,147
Haiti,N/A - From RDC,Air,2010-05-19,2010-05-19,SCMS from RDC,34080,161880.0,4.75,0.16,Yes,349.01,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
South Africa,DDP,Ocean,2011-02-09,2011-09-02,Aurobindo Pharma Limited,25000,204250.0,8.17,0.09,Yes,337.01,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,205
South Africa,DDP,Ocean,2011-09-14,2011-09-14,Aurobindo Pharma Limited,25000,204250.0,8.17,0.09,Yes,337.01,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Vietnam,EXW,Air,2014-01-22,2014-01-22,Aurobindo Pharma Limited,26598,216773.7,8.15,0.14,Yes,268.15,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Swaziland,EXW,Air,2012-06-02,2012-02-06,Aurobindo Pharma Limited,20000,272000.0,13.6,0.15,Yes,448.8,India,22.3511148,78.6677428,-26.5624806,31.3991317,1169,-117
Zambia,N/A - From RDC,Truck,2010-01-15,2009-12-08,SCMS from RDC,36760,322017.6,8.76,0.15,Yes,631.15,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-38
Zimbabwe,EXW,Air,2014-09-10,2014-10-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),3794,116931.08,30.82,0.1,Yes,120.21,United Kingdom,54.7023545,-3.2765753,-18.4554963,29.7468414,5416,29
Nigeria,N/A - From RDC,Air,2007-03-12,2007-12-03,SCMS from RDC,12984,266172.0,20.5,0.34,Yes,425.88,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,266
Vietnam,EXW,Air,2014-08-13,2014-07-30,HETERO LABS LIMITED,16528,173544.0,10.5,0.35,Yes,178.4,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,-14
Zambia,N/A - From RDC,Truck,2009-08-06,2009-06-08,SCMS from RDC,28454,312994.0,11.0,0.37,Yes,613.47,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-59
Nigeria,EXW,Air,2007-10-07,2007-08-03,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",11500,310500.0,27.0,1.35,Yes,496.8,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-65
Ghana,N/A - From RDC,Air,2011-04-07,2011-07-15,SCMS from RDC,29998,247783.48,8.26,0.14,Yes,408.84,India,22.3511148,78.6677428,8.0300284,-1.0800271,6714,99
Nigeria,N/A - From RDC,Air,2009-03-24,2009-03-24,SCMS from RDC,37666,988732.5,26.25,0.88,Yes,1937.92,Saudi Arabia,25.6242618,42.3528328,9.6000359,7.9999721,4194,0
Tanzania,EXW,Air,2012-09-27,2012-09-27,Aurobindo Pharma Limited,37589,268761.35,7.15,0.12,Yes,376.8,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,0
Nigeria,EXW,Air,2007-07-11,2007-11-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10000,270000.0,27.0,1.35,Yes,432.0,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,119
Nigeria,EXW,Air,2007-03-10,2007-10-03,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10000,270000.0,27.0,1.35,Yes,432.0,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,207
Zambia,N/A - From RDC,Air,2007-02-11,2007-11-02,SCMS from RDC,40245,382327.5,9.5,0.16,Yes,611.72,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,264
Zambia,N/A - From RDC,Truck,2010-01-15,2009-12-03,SCMS from RDC,29683,86080.7,2.9,0.05,Yes,168.72,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-43
South Africa,DDP,Ocean,2011-07-14,2011-07-14,CIPLA LIMITED,48000,310560.0,6.47,0.22,Yes,512.42,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Vietnam,EXW,Air,2014-11-26,2014-11-26,MICRO LABS LIMITED,21000,62580.0,2.98,0.1,Yes,64.33,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
South Africa,DDP,Air,2010-07-19,2010-07-29,CIPLA LIMITED,47625,372427.5,7.82,0.26,Yes,802.95,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,10
South Africa,DDP,Air,2010-07-09,2010-10-15,Aurobindo Pharma Limited,34560,161395.2,4.67,0.16,Yes,347.97,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,98
Nigeria,N/A - From RDC,Air Charter,2009-12-18,2009-12-18,SCMS from RDC,28000,317800.0,11.35,0.19,Yes,622.89,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
South Africa,DDP,Ocean,2011-09-14,2011-10-27,Aurobindo Pharma Limited,54768,133633.92,2.44,0.08,Yes,220.5,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,43
Zambia,N/A - From RDC,Truck,2014-10-31,2014-10-02,SCMS from RDC,46973,187892.0,4.0,0.07,Yes,193.15,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-29
Cameroon,EXW,Air,2013-07-11,2013-11-07,Aurobindo Pharma Limited,32426,150780.9,4.65,0.16,Yes,186.52,India,22.3511148,78.6677428,4.6125522,13.1535811,6306,119
Zimbabwe,EXW,Air,2014-06-14,2014-06-14,Aurobindo Pharma Limited,33439,155491.35,4.65,0.16,Yes,159.85,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,0
Nigeria,N/A - From RDC,Air Charter,2015-06-30,2015-03-18,SCMS from RDC,13130,244743.2,18.64,0.16,Yes,251.6,Germany,51.1638175,10.4478313,9.6000359,7.9999721,1548,-104
Ethiopia,EXW,Air,2009-01-30,2008-11-24,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",8964,242028.0,27.0,1.35,Yes,474.37,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-67
South Africa,DDP,Air,2010-11-06,2010-06-11,Aurobindo Pharma Limited,67120,169813.6,2.53,0.04,Yes,366.12,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-148
Ghana,EXW,Air,2014-06-17,2014-06-17,CIPLA LIMITED,24917,284053.8,11.4,0.38,Yes,292.01,India,22.3511148,78.6677428,8.0300284,-1.0800271,6714,0
Cameroon,EXW,Air,2013-07-11,2013-10-30,Aurobindo Pharma Limited,32400,150660.0,4.65,0.16,Yes,186.37,India,22.3511148,78.6677428,4.6125522,13.1535811,6306,111
Zambia,N/A - From RDC,Truck,2008-06-17,2008-06-17,SCMS from RDC,55560,188904.0,3.4,0.06,Yes,302.25,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,0
Haiti,EXW,Air,2008-12-16,2008-10-16,IDA FOUNDATION,30,197.1,6.57,0.01,Yes,0.39,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,-61
South Africa,DDP,Air,2010-06-24,2010-06-24,Aurobindo Pharma Limited,60234,447538.62,7.43,0.12,Yes,964.89,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
South Africa,DDP,Air,2010-11-06,2010-06-11,Aurobindo Pharma Limited,66660,168649.8,2.53,0.04,Yes,363.61,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-148
South Africa,DDP,Air,2010-08-24,2010-08-24,Aurobindo Pharma Limited,8474,25422.0,3.0,0.01,Yes,54.81,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Rwanda,EXW,Air,2012-07-20,2012-07-20,HETERO LABS LIMITED,55710,130361.4,2.34,0.04,Yes,182.77,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Rwanda,N/A - From RDC,Air,2008-01-31,2008-01-31,SCMS from RDC,37258,462744.36,12.42,0.41,Yes,740.39,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Vietnam,EXW,Air,2014-07-29,2014-07-29,HETERO LABS LIMITED,22752,238896.0,10.5,0.35,Yes,245.59,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Ethiopia,N/A - From RDC,Air,2009-04-03,2009-03-04,SCMS from RDC,41922,298484.64,7.12,0.12,Yes,585.03,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-30
Nigeria,N/A - From RDC,Air Charter,2009-12-18,2009-12-18,SCMS from RDC,35300,309228.0,8.76,0.15,Yes,606.09,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
Nigeria,N/A - From RDC,Air Charter,2011-06-21,2011-07-05,SCMS from RDC,32000,264320.0,8.26,0.14,Yes,436.13,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,14
Ghana,EXW,Air,2014-10-11,2014-11-10,Aurobindo Pharma Limited,25097,205795.4,8.2,0.14,Yes,211.56,India,22.3511148,78.6677428,8.0300284,-1.0800271,6714,30
Nigeria,N/A - From RDC,Air Charter,2009-08-05,2009-05-08,SCMS from RDC,35000,327250.0,9.35,0.16,Yes,641.41,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-89
Haiti,N/A - From RDC,Air,2009-10-13,2009-10-13,SCMS from RDC,36456,226756.32,6.22,0.21,Yes,444.44,India,22.3511148,78.6677428,19.1399952,-72.3570972,6831,0
Nigeria,N/A - From RDC,Air Charter,2014-06-30,2014-06-20,SCMS from RDC,65761,245288.53,3.73,0.06,Yes,252.16,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-10
Zimbabwe,EXW,Air,2014-06-14,2014-06-14,Aurobindo Pharma Limited,32760,152334.0,4.65,0.16,Yes,156.6,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,0
Ethiopia,N/A - From RDC,Air,2009-04-03,2009-03-04,SCMS from RDC,27588,325538.4,11.8,0.2,Yes,638.06,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-30
Zambia,N/A - From RDC,Truck,2012-10-31,2012-09-07,SCMS from RDC,57984,135102.72,2.33,0.04,Yes,189.41,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-54
Mozambique,N/A - From RDC,Truck,2013-03-22,2013-03-22,SCMS from RDC,38000,135280.0,3.56,0.12,Yes,167.34,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,0
Mozambique,EXW,Air,2014-02-05,2014-05-02,HETERO LABS LIMITED,23040,186854.4,8.11,0.14,Yes,192.09,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,86
Vietnam,EXW,Air,2014-08-13,2014-07-30,HETERO LABS LIMITED,22752,238896.0,10.5,0.35,Yes,245.59,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,-14
Zimbabwe,N/A - From RDC,Truck,2013-03-30,2013-04-08,SCMS from RDC,29506,138678.2,4.7,0.16,Yes,171.54,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,9
Zambia,N/A - From RDC,Truck,2010-04-11,2010-10-22,SCMS from RDC,40900,134152.0,3.28,0.05,Yes,289.23,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,194
Rwanda,EXW,Air,2012-06-08,2012-08-06,Aurobindo Pharma Limited,35820,256113.0,7.15,0.12,Yes,359.07,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,59
South Africa,DDP,Air,2010-08-12,2010-12-08,Aurobindo Pharma Limited,26400,77088.0,2.92,0.05,Yes,166.2,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,118
South Africa,DDP,Air,2010-08-12,2010-12-08,Aurobindo Pharma Limited,26369,76997.48,2.92,0.05,Yes,166.01,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,118
Vietnam,EXW,Air,2009-10-26,2009-10-26,Aurobindo Pharma Limited,8500,94775.0,11.15,0.19,Yes,185.76,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
South Africa,DDP,Ocean,2011-03-06,2011-06-03,Aurobindo Pharma Limited,55000,131450.0,2.39,0.08,Yes,283.41,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,89
Rwanda,N/A - From RDC,Truck,2015-06-30,2015-06-17,SCMS from RDC,34858,227274.16,6.52,0.11,Yes,267.5,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,-13
Tanzania,N/A - From RDC,Air,2007-07-13,2007-07-13,SCMS from RDC,422,58658.0,139.0,1.39,Yes,93.85,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,0
Zambia,N/A - From RDC,Truck,2012-07-31,2012-08-01,SCMS from RDC,2548,33022.08,12.96,0.22,Yes,46.3,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,1
Rwanda,N/A - From RDC,Air,2012-09-28,2012-10-10,SCMS from RDC,50400,197064.0,3.91,0.13,Yes,276.28,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,12
Tanzania,FCA,Air,2009-02-23,2009-02-23,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),12500,513750.0,41.1,0.34,Yes,1006.95,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,0
Zambia,N/A - From RDC,Truck,2012-10-01,2012-01-20,SCMS from RDC,8000,15600.0,1.95,0.01,Yes,25.74,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,-255
South Africa,DDP,Air,2010-08-06,2010-06-08,Aurobindo Pharma Limited,57494,427180.42,7.43,0.12,Yes,921.0,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,-59
Zimbabwe,N/A - From RDC,Truck,2013-03-31,2013-03-14,SCMS from RDC,4800,15984.0,3.33,0.11,Yes,19.77,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,-17
Rwanda,EXW,Ocean,2011-01-03,2011-03-01,HETERO LABS LIMITED,38113,157406.69,4.13,0.14,Yes,339.37,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,57
Ghana,EXW,Air,2014-07-17,2014-07-17,STRIDES ARCOLAB LIMITED,47716,152214.04,3.19,0.11,Yes,156.48,India,22.3511148,78.6677428,8.0300284,-1.0800271,6714,0
Zimbabwe,EXW,Air,2014-06-14,2014-06-14,Aurobindo Pharma Limited,32670,151915.5,4.65,0.16,Yes,156.17,India,22.3511148,78.6677428,-18.4554963,29.7468414,4344,0
Tanzania,FCA,Air,2009-05-27,2009-05-27,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),12560,516216.0,41.1,0.34,Yes,1011.78,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,0
South Africa,DDP,Air,2010-10-13,2010-11-29,CIPLA LIMITED,44717,349686.94,7.82,0.26,Yes,753.93,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,47
Ethiopia,EXW,Air,2009-01-30,2009-01-20,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",9325,251775.0,27.0,1.35,Yes,493.48,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-10
South Africa,DDP,Ocean,2011-10-14,2011-10-14,Aurobindo Pharma Limited,8500,18020.0,2.12,0.01,Yes,29.73,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,0
Nigeria,EXW,Air,2008-04-21,2008-02-29,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",9380,253260.0,27.0,1.35,Yes,405.22,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-52
Tanzania,EXW,Air,2012-07-13,2012-07-13,"Trinity Biotech, Plc",9250,296000.0,32.0,1.6,Yes,414.99,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,0
Nigeria,EXW,Air,2007-10-07,2007-07-10,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10000,270000.0,27.0,1.35,Yes,432.0,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-89
Nigeria,N/A - From RDC,Air,2010-07-15,2010-06-28,SCMS from RDC,44295,203757.0,4.6,0.15,Yes,439.3,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-17
Zambia,N/A - From RDC,Truck,2014-02-28,2014-03-25,SCMS from RDC,25511,303325.79,11.89,0.4,Yes,375.21,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,25
Nigeria,EXW,Air,2009-01-15,2008-11-20,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",10594,286038.0,27.0,1.35,Yes,560.63,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-56
Tanzania,N/A - From RDC,Truck,2014-06-30,2014-06-24,SCMS from RDC,14758,278926.2,18.9,0.16,Yes,345.03,Germany,51.1638175,10.4478313,-6.5247123,35.7878438,4261,-6
Uganda,N/A - From RDC,Truck,2011-05-08,2011-08-24,SCMS from RDC,32000,264320.0,8.26,0.14,Yes,436.13,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,108
South Africa,DDP,Air,2010-07-09,2010-09-20,Aurobindo Pharma Limited,31875,148856.25,4.67,0.16,Yes,320.93,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,73
Uganda,CIP,Air,2009-04-05,2009-05-04,BRISTOL-MYERS SQUIBB,60,1100.4,18.34,0.61,Yes,2.16,France,46.603354,1.8883335,1.5333554,32.2166578,3354,29
Zambia,EXW,Air,2008-09-26,2008-09-26,"Trinity Biotech, Plc",9000,288000.0,32.0,1.6,Yes,460.8,India,22.3511148,78.6677428,-14.5189121,27.5589884,4296,0
South Africa,DDP,Ocean,2011-03-05,2011-05-03,Aurobindo Pharma Limited,22643,225977.14,9.98,0.11,Yes,487.21,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,59
Vietnam,EXW,Air,2012-10-12,2012-12-10,Aurobindo Pharma Limited,370,684.5,1.85,0.01,Yes,0.96,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,59
Ethiopia,EXW,Air,2010-04-03,2010-03-04,Aurobindo Pharma Limited,56000,133280.0,2.38,0.04,Yes,287.35,India,22.3511148,78.6677428,10.2116702,38.6521203,2773,-30
Tanzania,N/A - From RDC,Air,2011-07-04,2011-03-31,SCMS from RDC,3493,14740.46,4.22,0.14,Yes,24.32,India,22.3511148,78.6677428,-6.5247123,35.7878438,3520,-95
Rwanda,EXW,Ocean,2012-08-27,2012-08-27,CIPLA LIMITED,7840,13720.0,1.75,0.01,Yes,19.24,India,22.3511148,78.6677428,-1.9646631,30.0644358,3714,0
Nigeria,N/A - From RDC,Air Charter,2009-08-05,2009-05-08,SCMS from RDC,26616,303422.4,11.4,0.19,Yes,594.71,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,-89
Cameroon,EXW,Air,2013-10-18,2013-10-18,Aurobindo Pharma Limited,16820,91332.6,5.43,0.09,Yes,112.98,India,22.3511148,78.6677428,4.6125522,13.1535811,6306,0
Nigeria,N/A - From RDC,Air Charter,2009-04-08,2009-08-04,SCMS from RDC,26550,302670.0,11.4,0.19,Yes,593.23,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,118
Mozambique,N/A - From RDC,Truck,2012-01-31,2012-01-25,SCMS from RDC,8000,15600.0,1.95,0.01,Yes,25.74,India,22.3511148,78.6677428,-19.302233,34.9144977,4124,-6
Nigeria,EXW,Air,2008-09-19,2008-09-19,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",9048,244296.0,27.0,1.35,Yes,390.87,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
Vietnam,EXW,Air,2014-04-22,2014-04-22,HETERO LABS LIMITED,21252,223146.0,10.5,0.35,Yes,276.03,India,22.3511148,78.6677428,15.9266657,107.9650855,3034,0
Uganda,N/A - From RDC,Truck,2014-02-28,2014-01-30,SCMS from RDC,15000,19500.0,1.3,0.01,Yes,20.05,India,22.3511148,78.6677428,1.5333554,32.2166578,3714,-29
Nigeria,N/A - From RDC,Air Charter,2009-06-16,2009-06-16,SCMS from RDC,40000,284800.0,7.12,0.12,Yes,558.21,India,22.3511148,78.6677428,9.6000359,7.9999721,6306,0
South Africa,DDP,Air,2010-07-09,2010-11-17,Aurobindo Pharma Limited,31680,147945.6,4.67,0.16,Yes,318.97,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,131
South Africa,DDP,Air,2010-07-09,2010-10-27,Aurobindo Pharma Limited,31680,147945.6,4.67,0.16,Yes,318.97,India,22.3511148,78.6677428,-28.8166236,24.991639,5026,110
